Date,Category ,Summary,Link 
2018-06-29,Michigan Gubernatorial Race,"Republican candidates for governor on Thursday took the stage for a final pre-primary debate, fielding questions on tax incentives and how to fix the roads without raising taxes. Calley, Colbeck and Hines attached Schuette, while Schuette attached Dems.",https://www.mlive.com/news/index.ssf/2018/06/republicans_governor_candidate.html
2018-06-29,Michigan Gubernatorial Race,"Protesters slam GPO on healthcare, wages at Michigan governor debate. Bill Schuette, Michigan's attorney general, was the main focus of protesters’ vitriol. Schuette has pledged to roll back Michigan’s Medicaid expansion if elected and has publicly opposed the Affordable Care Act.",https://www.freep.com/story/news/local/michigan/detroit/2018/06/28/protests-michigan-republican-governor-debate/744139002/
2018-06-29,Michigan Gubernatorial Race,[Rep: Schuette]: The attorney who defended former state representative Cindy Gamrat on criminal official misconduct charges on Thursday calls for grand jury investigation of Attorney General Bill Schuette. ,https://www.freep.com/story/news/local/michigan/2018/06/28/bill-schuette-investigation-michael-nichols/742703002/
2018-06-29,Progress Michigan,Infrastructure in Michigan continues to be a source of contention for residents across the state. The state Legislature laid out plans in 2015 to commit up to $1.2 billion in additional infrastructure funding by 2021. Part of that funding plan relies on commitments from the state's general fund budget each year.,https://www.mlive.com/expo/news/erry-2018/06/b10c6c491b3128/michigan_beyond_infrastructure.html#incart_river_index
2018-06-29,Progress Michigan,"Outgoing Gov. Rick Snyder has signed a $16.8 billion education budget that includes a sizable increase in base aid for lower-funded K-12 districts in Michigan. Democrats had rejected the proposed budget in the GOP-controlled Legislature, saying it won't be enough to reverse course in Michigan's most cash-strapped districts.",http://www.uppermichiganssource.com/content/news/Snyder-education-budget-grants-nearly-17-billion-to-schools-486917491.html
2018-06-29,Progress Michigan,"Michigan ranks 33rd in the country for overall child well-being (issues including low reading levels, poverty rates, and available access to healthcare). In Michigan, 17% of children lived in poverty in 2016. Teens not in school and not working hit 53% in the state.",https://patch.com/michigan/detroit/michigan-ranks-toward-bottom-u-s-child-well-being
2018-06-29,LCV,"Enbridge Energy Partners has delivered to the State of Michigan three reports that examine possible measures and technologies to mitigate potential leaks from Line 5 in the Straits of Mackinac and at water crossings throughout Michigan. The reports include: Assess technologies that will provide additional leak and coating damage detection benefits over and above technologies, Study options to mitigate the risk of a vessel anchor damaging Line 5 in the straits, List priority waters crossed by Line 5 and assess measures at each crossing to minimize the likelihood and consequences of a spill. ",https://www.upmatters.com/news/local-news/enbridge-submits-final-3-reports-to-state-of-michigan-on-line-5/1273308097
2018-07-02,Michigan Gubernatorial Race,"[Dem: Whitmer] Gretchen Whitmer pulls way ahead in latest governor's race poll. Michigan Information & Research Service (MIRS) puts Whitmer at 40%, with Thanedar and El-Sayed at 19% and 17% respectively. The poll was conducted by phone (28% calls to mobile devices) between June 24 and 26.",https://www.metrotimes.com/news-hits/archives/2018/07/02/gretchen-whitmer-pulls-way-ahead-in-latest-governors-race-poll
2018-07-02,Michigan Gubernatorial Race,"[Dem: Thanedar] Shri Thanedar's candidacy is worrying some state Democrats, with the largest Democratic Club (based in suburban Detroit) taking the extraordinary step of issuing an ""anti-endorsement"" of the candidate. Executive board member Colton Dale says, ""We really strongly believe that he would not only be a horrible governor if he ever got there, but that he would also really be disastrous for the Michigan Democratic Party if he were our nominee.""",https://www.sfchronicle.com/news/politics/article/Outsider-candidate-s-rise-worries-some-Michigan-13041299.php
2018-07-02,Michigan Gubernatorial Race,"[Dem: El-Sayed] El-Sayed talks Education in Grand Rapids. His education planform advocates for universal child care and pre-K, making tuition free for families earning less than $150,000, and he wants to invest $150 million into teachers.",https://www.wzzm13.com/article/news/politics/Michigan-politics/democratic-governor-candidate-abdul-el-sayed-talks-education-in-grand-rapids/69-569732723
2018-07-02,Progress Michigan,"Literacy is not a fundamental right, federal judge in Detroit Schools case says. The lawsuit alleged the conditions of Detroit Public Schools are so poor that children are not receiving a minimally adequate education and are being denied access to literacy on account of their race, which violates their 14th Amendment rights to due process and equal protection.",https://www.mlive.com/news/an-arbor/index.ssf/2018/07/detroit_literacy_lawsuit_dismi.html
2018-07-02,LCV,Gov. Rick Snyder signs two new bills into law that activists argue give polluting companies the ability to undermine state environmental guidelines. Activists argue the laws are a step backwards in a state that has struggled to provide accountability to residents.,https://thinkprogress.org/michigan-polluter-panels-c487114aa431/
2018-07-03,Planned Parenthood,"With the retirement of Justice Kennedy, Trump has the opportunity to appoint another justice to the Supreme Court. Many speculate that Roe v Wade is at risk of being overturned if another conservative justice takes the bench. ",https://www.cnn.com/2018/06/29/politics/abortion-roe-v-wade-supreme-court/index.html
2018-07-03,Progress Michigan ,"A year ago, the Michigan legislature presented a bill that would require all employers to allow workers to earn paid sick days — time off that could also be used to take care of a sick child, or deal with an emergency. The bill was never passed. In May, another sick leave initiative was filed, which would require large Michigan businesses to provide at least 72 hours of earned sick time per year. If the measure is rejected by the Republican-controlled legislature, it will appear on the November ballot. ",https://www.lansingstatejournal.com/story/news/local/michigan/2018/05/29/paid-sick-time-bill-could-november-ballot-michigan/654156002/
2018-07-03,Progress Michigan ,"Progress Michigan takes their lawsuit against Schuette to the Michigan Supreme Court. The lawsuit alleges that Schuette and his staff are using their private emails for state business, with multiple instances of emails about state business being sent and received by personal email accounts. Schuette's spokesperson called it a ""politically motivated law suit against the Attorney General.""",http://wemu.org/post/progress-michigan-takes-email-lawsuit-against-schuette-michigan-supreme-court
2018-07-03,Progress Michigan ,"Plaintiffs plan to appeal the literacy lawsuit dismissed Friday by a judge in Detroit. The lawsuit accuses Gov. Rick Snyder and other state officials of depriving Detroit children of their right to literacy.

",https://www.freep.com/story/news/education/2018/07/02/detroit-literacy-lawsuit-appeal/751767002/
2018-07-03,LCV,"Experts have multiple opinions on how a recent executive order signed by Trump will impact Michigan and the Great Lakes. Trump's new order rescinds a 2010 Obama-era order aimed at protecting U.S. oceans and the Great Lakes. Some view it as a direct attack on the Great Lakes, leaving them vulnerable to oil and gas drilling, others think it strikes a balance between protecting the Great Lakes and supporting job creation and economic activity. ",https://www.mlive.com/news/grand-rapids/index.ssf/2018/07/new_trump_order_revokes_2010_p.html#incart_river_index
2018-07-04,Michigan Gubernatorial Race,[Rep: Schuette] The prosecutor involved in Progress Michigan's lawsuit against Schuette (regarding misuse of personal email accounts) has referred the investigation to the FBI. ,https://www.freep.com/story/news/local/michigan/2018/07/03/ingham-prosecutor-refers-request-investigation-bill-schuette-fbi/754706002/
2018-07-04,Progress Michigan ,A federal judge on Friday threw out Kentucky's new work requirements for Medicaid coverage in a decision that could affect the similar program proposed in Michigan. Snyder recently signed the Medicaid Work Bill into law. ,https://www.freep.com/story/news/local/michigan/2018/06/29/medicaid-work-rules-michigan-roadblock/747070002/
2018-07-04,Michigan Gubernatorial Race,"Citizens Research Council, a non-partisan group, released a report strongly suggesting that Michigan is highly-gerrymandered, with current district maps drawn so that Republicans are ensured disproportionate majorities on both the state and federal levels. The report found a shift to favor Republicans in both federal and state races after the 2000 re-districting. A November ballot proposal would take re-districting power away from the state legislature and give it to a citizen commission - Schuette has petitioned to have the ballot removed. ",http://michiganradio.org/post/report-quantifies-michigans-very-real-gerrymandering-problem
2018-07-04,Michigan Gubernatorial Race,"[Rep: Colbeck] In depth article examining Colbeck and his stances on issues: he is against the state income tax, pro school-choice and advocates for teachers to ""arm themselves"" in order to keep school zones safe. ",https://www.michigandaily.com/section/government/gubernatorial-candidate-colbeck-talks-mixing-things-lansing
2018-07-06,Michigan Gubernatorial Race,"[Rep: Schuette] Vice President Mike Pence will attend a fundraising event for Attorney General Bill Schuette's gubernatorial run on Friday, June 15th. Both Pence and President Donald Trump have endorsed Schuette for governor. ",https://www.mlive.com/news/index.ssf/2018/06/vice_president_mike_pence_to_a.html
2018-07-06,Progress Michigan,"[Rep: Schuette] Despite denial from Schuette and staff regarding lawsuit (Schuette using personal emails to conduct state business), Progress Michigan now claims they have proof --  records of the emails. ""The idea that his office doesn’t possess these records means he’s either lying or he illegally destroyed the records.""",https://www.metrotimes.com/news-hits/archives/2018/07/05/lawsuit-bill-schuette-is-using-his-personal-email-to-conduct-state-business
2018-07-06,Michigan Gubernatorial Race,"[Dem: Whitmer] Mystery group attacking Whitmer online called ""Priorities for Michigan"" appears to have ties to the GOP. Priorities for Michigan ads criticize Whitmer for failing to support a single-payer heath care system.",https://www.detroitnews.com/story/news/local/michigan/2018/07/05/mystery-group-attack-whitmer-gop-linnks/761310002/
2018-07-05,Michigan Gubernatorial Race,"[Rep: Schuette] At a Fourth of July parade, Schuette made a statement regarding the ongoing investigation into his office calling it a smear campaign. ",http://michiganradio.org/post/schuette-denies-any-wrongdoing-potential-fbi-investigation
2018-07-05,Michigan Gubernatorial Race,"[Dem: El-Sayed] Alexandria Ocasio-Cortez, the surprise progressive Democratic winner over incumbent U.S. Rep. Joe Cowley in New York, has endorsed El-Sayed for governor. ",https://www.detroitnews.com/story/news/local/michigan/2018/07/02/alexandria-ocasio-cortez-endorses-el-sayed/752124002/
2018-07-09,Michigan Gubernatorial Race,"[Rep: Schuette] Vice President Mike Pence will attend a fundraising event for Attorney General Bill Schuette's gubernatorial run on Friday, June 15th. Both Pence and President Donald Trump have endorsed Schuette for governor. ",https://www.mlive.com/news/index.ssf/2018/06/vice_president_mike_pence_to_a.html
2018-07-09,Progress Michigan,"[Rep: Schuette] Despite denial from Schuette and staff regarding lawsuit (Schuette using personal emails to conduct state business), Progress Michigan now claims they have proof --  records of the emails. ""The idea that his office doesn’t possess these records means he’s either lying or he illegally destroyed the records.""",https://www.metrotimes.com/news-hits/archives/2018/07/05/lawsuit-bill-schuette-is-using-his-personal-email-to-conduct-state-business
2018-07-09,Michigan Gubernatorial Race,"[Dem: Whitmer] Mystery group attacking Whitmer online called ""Priorities for Michigan"" appears to have ties to the GOP. Priorities for Michigan ads criticize Whitmer for failing to support a single-payer heath care system.",https://www.detroitnews.com/story/news/local/michigan/2018/07/05/mystery-group-attack-whitmer-gop-linnks/761310002/
2018-07-10,LCV,"PFAS contamination is being called ""Michigan's next water crisis"". To date, more than 30 sites in 15 communities across Michigan have confirmed PFAS contamination in the soil, groundwater or surface water. Public health experts link exposure to the chemicals with increased risk for cancer, liver damage and other serious ailments.
 ",https://www.mlive.com/news/index.ssf/page/michigans_water_crisis_pfas.html
2018-07-10,Progress Michigan ,"Gov. Rick Snyder made a statement yesterday, calling it a “serious matter” that a county prosecutor has forwarded to the FBI a request for a criminal investigation of Schuette.",https://www.freep.com/story/news/local/michigan/2018/07/09/snyder-referral-fbi-complaint-bill-schuette-serious-matter/767669002/
2018-07-10,Michigan Gubernatorial Election ,"More than 430,000 signatures were submitted Monday for a 2018 ballot initiative to expand voting in Michigan by allowing absentee ballots to be cast for any reason and implementing measures such as same-day voter registration.",https://www.freep.com/story/news/local/michigan/2018/07/09/signatures-michigan-voting-measure/769754002/
2018-07-10,Michigan Gubernatorial Election ,[Dem: Whitmer] An in depth article on Whitmer; details her fight for women's rights during her time in the senate and her willingness to work with Republicans to accomplish policy goals. ,https://www.mlive.com/news/index.ssf/2018/07/gretchen_whitmer_1.html
2018-07-10,Michigan Gubernatorial Election ,[Dem: Whitmer] Whitmer has released a Clean Water Policy that she’ll put in place if she’s elected that would create a Department of the Great Lakes and Fresh Water. She would also work to get rid of Enbridge’s Line 5 oil pipeline under the Straits of Mackinac. ,https://www.wsjm.com/2018/07/09/whitmer-releases-water-plan/
2018-07-10,Michigan Gubernatorial Election ,"[Rep: Schuette] Another ""Schuette Saturday"" is taking place this weekend (the 14th), the campaign has sent out emails looking for volunteers to make phone calls and spread Schuette's message. ",*
2018-07-11,LCV,"An investigation by Bridge Magazine has revealed that Michigan leaders have allowed lobbyists and officials with direct relationships to Enbridge to offer extensive input about the fate of the pipeline. The investigation was based on a review of more than 5,700 documents including internal emails. Snyder is set to announce in August whether Michigan will go ahead with the tunnel proposal. ",https://www.bridgemi.com/michigan-environment-watch/history-failure-highlights-line-5-risks-outside-straits-mackinac
2018-07-11,Planned Parenthood,An Indiana Planned Parenthood has closed citing years of growing intimidation and harassment of the center's staff by supporters of anti-abortion groups.,https://edmontonjournal.com/pmn/news-pmn/planned-parenthood-closes-indiana-centre-citing-harassment/wcm/c81087b0-cc77-49c0-805e-6dc69ae2d070
2018-07-11,Michigan Gubernatorial Race,"[Dem: Thanedar] Interview with The Intercept reveals Thanedar has limited understanding of the Michigan healthcare system and no clear details on his ""single-payer plan"". ",https://theintercept.com/2018/07/11/shri-thanedar-michigan-single-payer-health-care/
2018-07-11,Michigan Gubernatorial Race,"[Rep: Schuette] Schuette tweets his support of Trump's Supreme Court nominee, Judge Kavanaugh. Kavanaugh ",https://twitter.com/SchuetteOnDuty/status/1016680543927357440
2018-07-12,LCV,"Environmentalists and elected officials are calling for Michigan to take a stronger stand against PFAS contamination, which is making its way from the Great Lakes and its bodies of water into public drinking water sources. PFAS have been linked to cancer, liver damage, birth defects and autoimmune diseases. ",https://www.mlive.com/news/index.ssf/2018/07/lawmakers_and_activists_call_f.html#incart_river_index
2018-07-12,Michigan Gubernatorial Race,"[Rep: Schuette] Schuette has filed a request for public funding. Thanedar and Whitmer have already requested the funding, Calley and Colbeck have both indicated they may file for applications. ",https://www.detroitnews.com/story/news/politics/2018/07/11/political-insider-schuette-public-funding/775416002/
2018-07-12,Progress Michigan ,A new metro Detroit group - Detroit Area Youth Uniting Michigan - is planning a voter registration drive. The group has already held a youth summit and organized a rally to fight against gun violence. The wave of student activism has been inspired by the Feb. 14th school shooting at Stoneman Douglas in Parkland. ,https://www.freep.com/story/news/education/2018/07/12/michigan-students-activists-voter-registration-gun-violence/751711002/
2018-07-12,LCV,Elon Musk took to twitter committing to fund efforts to fix Flint homes that still have contaminated water.,http://www.fox5atlanta.com/news/elon-musk-pledges-to-fund-fixing-water-in-flint-homes-contaminated-above-fda-levels
2018-07-12,Michigan Gubernatorial Race,"[Rep: Whitmer] Whitmer takes a break from the more serious issues of the campaign, releasing a video of her reading mean tweets. ",https://www.metrotimes.com/the-scene/archives/2018/07/11/gretchen-whitmer-reads-mean-tweets
2018-07-13,Progress Michigan ,"Many Michigan farmers who supported Trump are feeling strained as they face the repercussions of an intensifying trade war. China has implemented 25 percent tit-for-tat tariffs on soybeans and other imports from the United States, Michigan is a large exporter of soybeans. ",https://www.detroitnews.com/story/business/2018/07/12/michigan-farmers-caught-trade-war-crossfire/760321002/
2018-07-13,Michigan Gubernatorial Race,"[Dem: Whitmer] Whitmer's campaign has released a new television ad this week titled “Grit"", highlighting her priorities for making higher education and skills training more affordable to build a talented workforce and raise wages for Michigan families.",http://www.thenewsherald.com/news/gubernatorial-candidate-gretchen-whitmer-releases-tv-ad-focused-on-job/article_f0565de6-36b3-5dd0-b421-7ee650eb4b55.html
2018-07-13,Michigan Gubernatorial Race,"[Rep: Schuette] New Schuette ad touting Trump endorsement says he'll get ""tough"" on illegal immigration and ban sanctuary cities as Michigan governor.",https://www.youtube.com/watch?v=LzOe0d4qLXg&feature=youtu.be
2018-07-13,LCV,"Activists want state legislators to investigate the Michigan Department of Environmental Quality's handling of an expert report that warned of statewide exposure to toxic chemicals called PFAS long before the state took serious steps to address the contamination.

",https://www.mlive.com/news/index.ssf/2018/07/mlcv_pfas_deq_delaney_report.html#incart_river_index
2018-07-16,LCV,"Snyder said Friday that the state of Michigan intends to sue the Minnesota-based manufacturer linked to PFAS contaminated water near military bases and industrial sites, citing ""significant costs"" that will only rise in the future.",https://www.freep.com/story/news/local/michigan/2018/07/14/snyder-wants-sue-3-m-recoup-costs-contamination/785231002/
2018-07-16,Michigan Gubernatorial Race,"Both Snyder and Trump have prominent roles in new television ads touting Calley and Schuette, respectively. Snyder endorsed Calley as his chosen successor in March, and this week began taking a more active role in the race with the Aug. 7 primary fast approaching.",https://www.detroitnews.com/story/news/local/michigan/2018/07/14/snyder-trump-ads-calley-schuette-governor-primary/783936002/
2018-07-16,Michigan Gubernatorial Race,"Article reviewing the spending and tax plans for all the governor candidates. Schuette opposes all new taxes, vows to vote against any and all tax increase, while Whitmer proposes taxes to pay for education reforms and  to ""rebuild Michigan bank"". ",https://www.bridgemi.com/public-sector/where-michigan-governor-candidates-stand-taxes-spending
2018-07-16,Michigan Gubernatorial Race,"Michigan Democratic Party is hosting the “Decision 2018: Democratic Gubernatorial Debate” with three Democratic candidates for Michigan Govern this Thursday, July 19th, at 8pm. ",https://www.clickondetroit.com/michigan-politics/race-for-michigan-governor-democratic-candidates-will-debate-this-week
2018-07-17,Michigan Gubernatorial Race,"Several Michigan lawmakers expressed dismay after President Donald Trump on Monday downplayed Russia's interference in the 2016 election. Scheutte's campaign,  which has been trumpeting Trump's endorsement in his Republican run for Michigan governor, didn't respond to a request for comment. ",https://www.detroitnews.com/story/news/local/michigan/2018/07/16/trump-putin-election-michigan-reaction/789315002/
2018-07-17,Progress Michigan ,"Michigan is the only state in the nation that failed to meet federal special education requirements and requires intervention, according to a U.S. Department of Education evaluation. Michigan's rating came from its high drop-out rate and low graduation rate for students with disabilities",https://www.detroitnews.com/story/news/education/2018/07/16/feds-michigan-needs-special-education-intervention/788247002/
2018-07-17,Michigan Gubernatorial Race,[Schuette and Whitmer] Backers of Schuette point to the involvement in the Whitmer campaign of attorney Mike Nichols and Prosecutor Carol Siemon as evidence Nichols' complaint and Siemon's referral of his complaint to the FBI are politically suspect. The attorney and prosecutor are among dozens of co-hosts for a July 22 fundraiser for Whitmer. ,https://www.detroitnews.com/story/news/local/michigan/2018/07/16/schuette-campaign-whitmer-fundraiser-fbi/787972002/
2018-07-17,Michigan Gubernatorial Race,"[Rep: Schuette] Reports that Schuette may be under investigation by the FBI are unlikely to sway Republican voters in the Aug. 7 primary, political observers say. Strategists say it's likely that many Republican voters are largely ignoring the controversy.",https://www.mlive.com/news/index.ssf/2018/07/schuette_real_estate_controver.html
2018-07-18,Michigan Gubernatorial Race,"[Dem: Thanedar] Thanedar is going on the attack with less than three weeks left until Michigan’s Aug. 7 primary, sending  voters a new mailer criticizing Whitmer and suggesting the early Democratic front runner is “firmly in the pocket” of health care executives at Blue Cross Blue Shield of Michigan.",https://www.detroitnews.com/story/news/local/michigan/2018/07/17/thanedar-attack-whitmer-mailer-michigan/789026002/
2018-07-18,LCV,"A bipartisan group of Congressional delegates from Michigan  want the Environmental Protection Agency to ""immediately"" revise and broaden its health guidance for PFAS chemicals and incorporate a new toxicological study that significantly lowers levels at which exposure is considered safe.",https://www.mlive.com/news/index.ssf/2018/07/congress_epa_pfas_atsdr.html#incart_river_index
2018-07-18,Michigan Gubernatorial Race,"[Rep: Schuette] Schuette on Tuesday called Russia a clear adversary to the United States, but he stopped short of criticizing sympathetic comments by President Donald Trump.",https://www.detroitnews.com/story/news/local/michigan/2018/07/17/schuette-trump-russia-adversary-helsinki/792446002/
2018-07-18,Planned Parenthood,"An article examining how abortion laws would play out in Michigan were Roe v Wade to be overturned. Since Michigan never repealed the pre-Roe law that banned abortion, if the high court overturned Roe, abortion would be illegal in Michigan. ",https://www.freep.com/story/opinion/columnists/nancy-kaffer/2018/07/18/abortion-supreme-court-roe-vs-wade-nancy-kaffer/792860002/
2018-07-18,Progress Michigan ,"Supporters of an initiative to create an independent redistricting commission that would draw new political boundaries every decade rallied this morning outside the Michigan Supreme Court as justices considered a lawsuit to keep the measure off the ballot.

",https://www.detroitnews.com/story/news/local/michigan/2018/07/18/michigan-supreme-court-redistricting-arguments/793022002/
2018-07-18,Michigan Gubernatorial Race,[Rep: Schuette]  Schuette's office will argue against the proposal for an independent redistricting commission Wednesday and ask the Michigan Supreme Court to keep the measure off the November ballot.,https://www.detroitnews.com/story/news/local/michigan/2018/07/17/schuette-redistricting-michigan-supreme-court/791994002/
2018-07-19,Progress Michigan ,"Article summarizing the candidates stances on hot-button education issues. Schuette doesn't address many of the issues concerning education, like early childhood education and college tuition, but is clear on his support of charters. Whitmer has a thorough plan for education: she wants to address the teacher shortage by improving teacher preparation programs, institute a MI Opportunity Scholarship for community college students and stop the creation of more for-profit charters. ",https://www.mlive.com/expo/news/erry-2018/07/d9da65254a8027/where-governor-candidates-stan.html#incart_river_index
2018-07-19,Michigan Gubernatorial Candidate ,"[Rep: Schuette] Interview with Schuette, main point: population growth the biggest issue of Michigan's future and intends to be the ""jobs governor to grow the state."" ",https://www.mlive.com/news/detroit/index.ssf/2018/07/a_look_at_changes_in_detroit_a.html#incart_river_index
2018-07-19,Planned Parenthood,"A federal judge sided with the Trump administration over Planned Parenthood Monday, dismissing a lawsuit the women’s health organization brought against the administration’s guidelines for Title X funding. The judge said that the lawsuit was premature as the government hasn’t made decisions yet on which applicants will be awarded grant money.",https://mic.com/articles/190323/judge-sides-with-trump-administration-in-planned-parenthood-title-x-funding-lawsuit#.tOdHVUtpj
2018-07-20,Michigan Gubernatorial Race,Whitmer and El-Sayed clashed often in the democratic gubernatorial debate last night. El-Sayed accused Whitmer of “corruption” for raising campaign funds at a party hosted by health insurance executives. Whitmer touted her work in the state Senate on a bipartisan law to expand Medicaid eligibility under the Affordable Care Act and said she would fight Trump administration attempts to scale back the law. ,https://www.detroitnews.com/story/news/local/michigan/2018/07/19/whitmer-thanedar-edsayed-democratic-governor-debate-two/801740002/
2018-07-20,Michigan Gubernatorial Race,"[Dem: El-Sayed] Alexandria Ocasio Cortez, a democratic socialist who defeated an incumbent Democratic congressman last month in New York, has endorsed El-Sayed and is set to campaign for him here in late July. El-Sayed is attempting to build on the vision of  Bernie Sanders, who scored a surprise victory over Hillary Clinton in Michigan’s 2016 presidential primary by railing against corporate influence and trying to rally the youth vote. 
",https://www.detroitnews.com/story/news/local/michigan/2018/07/20/abdul-el-sayed-michigan-governor-profile/772218002/
2018-07-20,LCV,"Another study on Line 5 has been released, detailing how a spill would cause 437 miles of Great Lake shorelines to be damaged, endanger 47 wildlife species and 60,000 acres of habitat. ",https://www.mlive.com/news/grand-rapids/index.ssf/2018/07/worst-case_line_5_spill_would.html#incart_river_index
