Date,Query,postdate,Content,Estimated Retweets in MI,Source
2018-06-06,"(""environmental"" OR ""global warming"" OR ""pollution"" OR (""environmental"" AND (""laws"" OR ""regulations"" OR ""issues"")))",2018-06-06T19:44:35-04:00,Seems nice https://t.co/dgncnL6YXA,4,http://twitter.com/TheRickWilson/statuses/1004509386331615232
2018-06-06,"(""environmental"" OR ""global warming"" OR ""pollution"" OR (""environmental"" AND (""laws"" OR ""regulations"" OR ""issues"")))",2018-06-06T19:44:35-04:00,Seems nice https://t.co/dgncnL6YXA,4,http://twitter.com/TheRickWilson/statuses/1004509386331615232
2018-06-06,"(""republicans"" OR ""republican"")",2018-06-06T20:10:52-04:00,My sources have told Republican votes have been suppressed in this last election. My numbers should be much bigger‚Ä¶ https://t.co/ptWdrpQK7k,32,http://twitter.com/RealOmarNavarro/statuses/1004516003135385600
2018-06-06,"""trump""",2018-06-06T20:37:15-04:00,"On April 11, I called Trump‚Äôs favorite architect to ask about jobs he did in Eastern Europe that recently drew Muel‚Ä¶ https://t.co/eYQJkAvdja",19,http://twitter.com/christinawilkie/statuses/1004522640118304768
2018-06-06,"(""environmental"" OR ""global warming"" OR ""pollution"" OR (""environmental"" AND (""laws"" OR ""regulations"" OR ""issues"")))",2018-06-06T21:00:38-04:00,I didn't want to answer questions for an environmental club #WhyIRanAway,4,http://twitter.com/CoffeeMeows/statuses/1004528526790352896
2018-06-06,"(""environmental"" OR ""global warming"" OR ""pollution"" OR (""environmental"" AND (""laws"" OR ""regulations"" OR ""issues"")))",2018-06-06T21:00:38-04:00,I didn't want to answer questions for an environmental club #WhyIRanAway,4,http://twitter.com/CoffeeMeows/statuses/1004528526790352896
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T21:10:08-04:00,"TRUMP's DOING RACISM WRONG

His economic policies:
Ì†ΩÌ±âBlack/Hispanic unemployment lowest in HISTORY

He negotiated th‚Ä¶ https://t.co/Vug0PsLPwl",9,http://twitter.com/bocavista2016/statuses/1004530914725163008
2018-06-06,"(""unemployment"" OR ""poverty"")",2018-06-06T21:10:08-04:00,"TRUMP's DOING RACISM WRONG

His economic policies:
Ì†ΩÌ±âBlack/Hispanic unemployment lowest in HISTORY

He negotiated th‚Ä¶ https://t.co/Vug0PsLPwl",9,http://twitter.com/bocavista2016/statuses/1004530914725163008
2018-06-06,"""planned parenthood""",2018-06-06T21:54:59-04:00,"Are you sure you want to talk about the morality of taking children away from their families, planned parenthood la‚Ä¶ https://t.co/AmEbd1J3NQ",4,http://twitter.com/CStamper_/statuses/1004542201735589888
2018-06-06,"(""birth control"" OR ((""women"" OR ""womens"" OR ""women%27s"" OR ""female"") AND ""health"") OR (""contraception"" AND (""cost"" OR ""coverage"" OR ""insurance"")))",2018-06-06T21:57:00-04:00,Lesbians. Using the right birth control. $350k to make sure lesbians are using the right birth control. Ì†ΩÌ∏ë https://t.co/3OhzeS803C,3,http://twitter.com/philthatremains/statuses/1004542709380599808
2018-06-06,"(""birth control"" OR ((""women"" OR ""womens"" OR ""women%27s"" OR ""female"") AND ""health"") OR (""contraception"" AND (""cost"" OR ""coverage"" OR ""insurance"")))",2018-06-06T21:57:00-04:00,Lesbians. Using the right birth control. $350k to make sure lesbians are using the right birth control. Ì†ΩÌ∏ë https://t.co/3OhzeS803C,3,http://twitter.com/philthatremains/statuses/1004542709380599808
2018-06-06,"((""abortion"" AND ""rights"") OR ""pro-choice"" OR ""pro choice"" OR ""abortion debate"" OR ""title X"" OR ""title-X"")",2018-06-06T22:07:35-04:00,We sit by as children r slaughtered in their mother's womb so their body parts can be monetized by‚Ä¶ https://t.co/e3kgr8IZyG,2,http://twitter.com/Maximus_4EVR/statuses/1004545376106344448
2018-06-06,"((""abortion"" AND ""rights"") OR ""pro-choice"" OR ""pro choice"" OR ""abortion debate"" OR ""title X"" OR ""title-X"")",2018-06-06T22:07:35-04:00,We sit by as children r slaughtered in their mother's womb so their body parts can be monetized by‚Ä¶ https://t.co/e3kgr8IZyG,2,http://twitter.com/Maximus_4EVR/statuses/1004545376106344448
2018-06-06,"((""marijuana"" OR ""weed"") AND (""legal"" OR ""legalize"" OR ""legalization""))",2018-06-06T22:15:02-04:00,Proponents relieved recreational marijuana legalization going to November ballot: https://t.co/CeGYRMVo0C,4,http://twitter.com/WOODTV/statuses/1004547247923703808
2018-06-06,"((""marijuana"" OR ""weed"") AND (""legal"" OR ""legalize"" OR ""legalization""))",2018-06-06T22:15:02-04:00,Proponents relieved recreational marijuana legalization going to November ballot: https://t.co/CeGYRMVo0C,4,http://twitter.com/WOODTV/statuses/1004547247923703808
2018-06-06,"(((""gun"" OR ""guns"" OR ""firearm"" OR ""weapon"" OR ""firearms"" OR ""weapons"") AND (""legislation"" OR ""safe"" OR ""law"" OR ""safety"" OR ""policy"" OR ""crime"" OR ""violence"" OR ""concealed"" OR ""permit"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings"")) OR ""second amendment"")",2018-06-06T22:17:56-04:00,The young people will win https://t.co/fhxTMbUmO5,37,http://twitter.com/davidhogg111/statuses/1004547978265284609
2018-06-06,"(((""gun"" OR ""guns"" OR ""firearm"" OR ""weapon"" OR ""firearms"" OR ""weapons"") AND (""legislation"" OR ""safe"" OR ""law"" OR ""safety"" OR ""policy"" OR ""crime"" OR ""violence"" OR ""concealed"" OR ""permit"")) OR ((""mass"" OR ""school"") AND (""shooting"" OR ""shootings"" OR ""killing"" OR ""killings"")) OR ""second amendment"")",2018-06-06T22:17:56-04:00,The young people will win https://t.co/fhxTMbUmO5,37,http://twitter.com/davidhogg111/statuses/1004547978265284609
2018-06-06,"((""republican"" AND ""view"" AND ""education"") OR (""demographic"" AND ""view"" AND ""education"") OR (""tuition"" AND ""fees"") OR ((""schools"" OR ""school"") AND (""choice"" OR ""charter"")) OR ""education system"" OR ""K-12"" OR ""K12"")",2018-06-06T22:28:06-04:00,"To the ""40,000 broke, poor, struggling Californians"" in the 43rd District who were STUPID enough to vote for a a wo‚Ä¶ https://t.co/1JDqwjnffh",18,http://twitter.com/IWillRedPillU/statuses/1004550538220982272
2018-06-06,"((""republican"" AND ""view"" AND ""education"") OR (""demographic"" AND ""view"" AND ""education"") OR (""tuition"" AND ""fees"") OR ((""schools"" OR ""school"") AND (""choice"" OR ""charter"")) OR ""education system"" OR ""K-12"" OR ""K12"")",2018-06-06T22:28:06-04:00,"To the ""40,000 broke, poor, struggling Californians"" in the 43rd District who were STUPID enough to vote for a a wo‚Ä¶ https://t.co/1JDqwjnffh",18,http://twitter.com/IWillRedPillU/statuses/1004550538220982272
2018-06-06,"(""right to life"" OR ""pro-life"" OR ""pro life"" OR (""aborton"" AND ""murder""))",2018-06-06T23:06:38-04:00,This is why I am Pro-Life! Beautiful moment caught between son and dad. ‚ù§Ô∏è #DefundPlannedParenthood #ChoseLife‚Ä¶ https://t.co/ip4MXqQRBZ,6,http://twitter.com/Jamierodr10/statuses/1004560235498033152
2018-06-06,"(""right to life"" OR ""pro-life"" OR ""pro life"" OR (""aborton"" AND ""murder""))",2018-06-06T23:06:38-04:00,This is why I am Pro-Life! Beautiful moment caught between son and dad. ‚ù§Ô∏è #DefundPlannedParenthood #ChoseLife‚Ä¶ https://t.co/ip4MXqQRBZ,6,http://twitter.com/Jamierodr10/statuses/1004560235498033152
2018-06-06,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning"")))",2018-06-06T23:10:19-04:00,#PuertoRico still doesn‚Äôt have full power back. #Flint still doesn‚Äôt have clean water.,37,http://twitter.com/common/statuses/1004561160757112832
2018-06-06,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"")",2018-06-06T23:10:19-04:00,#PuertoRico still doesn‚Äôt have full power back. #Flint still doesn‚Äôt have clean water.,37,http://twitter.com/common/statuses/1004561160757112832
2018-06-06,"((""flint"" AND ""water"") OR (""lead"" AND (""pipes"" OR ""poisoning"")))",2018-06-06T23:10:19-04:00,#PuertoRico still doesn‚Äôt have full power back. #Flint still doesn‚Äôt have clean water.,37,http://twitter.com/common/statuses/1004561160757112832
2018-06-06,"((""clean"" AND ""water"") OR ((""enbridge"" OR (""line"" AND ""5"") OR ""mackinac"" OR ""oil"" OR ""leak"" OR ""leaks"") AND (""pipeline"" OR ""tunnel"")) OR (""oil"" AND (""spills"" OR ""spill"" OR ""slick"")) OR (""water"" AND ""pollution"") OR ""mercury"" OR ""arsenic"")",2018-06-06T23:10:19-04:00,#PuertoRico still doesn‚Äôt have full power back. #Flint still doesn‚Äôt have clean water.,37,http://twitter.com/common/statuses/1004561160757112832
